receipt_id,po_id,receipt_week,item_id,location_id,supplier_id,qty_received
RCPT0002682,PO0002773,2025-02-21,SKU047,BLR_WH,SUP09,83
RCPT0002683,PO0002774,2025-03-28,SKU047,BLR_WH,SUP01,58
RCPT0002684,PO0002775,2025-04-11,SKU047,BLR_WH,SUP01,83
RCPT0002685,PO0002777,2025-04-11,SKU047,BLR_WH,SUP06,82
RCPT0002686,PO0002778,2025-04-11,SKU047,BLR_WH,SUP06,83
RCPT0002687,PO0002776,2025-04-18,SKU047,BLR_WH,SUP09,83
RCPT0002688,PO0002780,2025-05-23,SKU047,BLR_WH,SUP06,83
RCPT0002689,PO0002779,2025-05-30,SKU047,BLR_WH,SUP01,83
RCPT0002690,PO0002781,2025-05-30,SKU047,BLR_WH,SUP06,59
RCPT0002691,PO0002782,2025-06-13,SKU047,BLR_WH,SUP06,74
RCPT0002692,PO0002783,2025-06-20,SKU047,BLR_WH,SUP09,69
RCPT0002693,PO0002784,2025-07-04,SKU047,BLR_WH,SUP09,61
RCPT0002694,PO0002785,2025-07-04,SKU047,BLR_WH,SUP06,83
RCPT0002695,PO0002786,2025-08-08,SKU047,BLR_WH,SUP09,83
RCPT0002696,PO0002787,2025-08-08,SKU047,BLR_WH,SUP09,83
RCPT0002697,PO0002788,2025-08-15,SKU047,BLR_WH,SUP06,83
RCPT0002698,PO0002789,2025-10-03,SKU047,BLR_WH,SUP01,77
RCPT0002699,PO0002790,2025-10-24,SKU047,BLR_WH,SUP01,83
RCPT0002700,PO0002791,2025-10-24,SKU047,BLR_WH,SUP01,83
RCPT0002701,PO0002792,2025-10-24,SKU047,BLR_WH,SUP06,79
RCPT0002702,PO0002793,2025-11-07,SKU047,BLR_WH,SUP01,83
RCPT0002703,PO0002796,2024-12-27,SKU047,MAA_WH,SUP09,83
RCPT0002704,PO0002798,2025-01-10,SKU047,MAA_WH,SUP06,78
RCPT0002705,PO0002799,2025-01-10,SKU047,MAA_WH,SUP06,83
RCPT0002706,PO0002797,2025-01-17,SKU047,MAA_WH,SUP01,83
RCPT0002707,PO0002800,2025-01-31,SKU047,MAA_WH,SUP09,74
RCPT0002708,PO0002801,2025-02-14,SKU047,MAA_WH,SUP06,83
RCPT0002709,PO0002803,2025-02-28,SKU047,MAA_WH,SUP06,59
RCPT0002710,PO0002805,2025-03-07,SKU047,MAA_WH,SUP06,74
RCPT0002711,PO0002802,2025-03-14,SKU047,MAA_WH,SUP01,83
RCPT0002712,PO0002804,2025-03-28,SKU047,MAA_WH,SUP01,83
RCPT0002713,PO0002806,2025-04-04,SKU047,MAA_WH,SUP09,51
RCPT0002714,PO0002808,2025-04-04,SKU047,MAA_WH,SUP06,55
RCPT0002715,PO0002807,2025-04-25,SKU047,MAA_WH,SUP09,77
RCPT0002716,PO0002809,2025-04-25,SKU047,MAA_WH,SUP09,69
RCPT0002717,PO0002810,2025-05-02,SKU047,MAA_WH,SUP06,83
RCPT0002718,PO0002811,2025-05-23,SKU047,MAA_WH,SUP09,63
RCPT0002719,PO0002815,2025-06-13,SKU047,MAA_WH,SUP06,83
RCPT0002720,PO0002812,2025-06-20,SKU047,MAA_WH,SUP01,83
RCPT0002721,PO0002813,2025-06-20,SKU047,MAA_WH,SUP01,79
RCPT0002722,PO0002814,2025-06-27,SKU047,MAA_WH,SUP09,83
RCPT0002723,PO0002816,2025-06-27,SKU047,MAA_WH,SUP06,76
RCPT0002724,PO0002817,2025-08-08,SKU047,MAA_WH,SUP09,83
RCPT0002725,PO0002818,2025-09-05,SKU047,MAA_WH,SUP01,83
RCPT0002726,PO0002820,2025-09-05,SKU047,MAA_WH,SUP06,83
RCPT0002727,PO0002819,2025-09-12,SKU047,MAA_WH,SUP09,83
RCPT0002728,PO0002821,2025-09-12,SKU047,MAA_WH,SUP09,83
RCPT0002729,PO0002823,2025-11-14,SKU047,MAA_WH,SUP06,83
RCPT0002730,PO0002822,2025-11-28,SKU047,MAA_WH,SUP01,76
RCPT0002731,PO0002828,2024-12-27,SKU047,NCR_WH,SUP01,52
RCPT0002732,PO0002829,2025-01-03,SKU047,NCR_WH,SUP09,83
RCPT0002733,PO0002831,2025-01-03,SKU047,NCR_WH,SUP06,83
RCPT0002734,PO0002830,2025-01-10,SKU047,NCR_WH,SUP09,83
RCPT0002735,PO0002832,2025-01-24,SKU047,NCR_WH,SUP09,65
RCPT0002736,PO0002833,2025-02-14,SKU047,NCR_WH,SUP01,70
RCPT0002737,PO0002834,2025-02-14,SKU047,NCR_WH,SUP09,83
RCPT0002738,PO0002835,2025-02-28,SKU047,NCR_WH,SUP06,83
RCPT0002739,PO0002836,2025-03-28,SKU047,NCR_WH,SUP06,48
RCPT0002740,PO0002837,2025-04-04,SKU047,NCR_WH,SUP09,83
RCPT0002741,PO0002839,2025-04-04,SKU047,NCR_WH,SUP06,83
RCPT0002742,PO0002838,2025-04-11,SKU047,NCR_WH,SUP09,83
RCPT0002743,PO0002840,2025-05-16,SKU047,NCR_WH,SUP09,83
RCPT0002744,PO0002841,2025-05-23,SKU047,NCR_WH,SUP09,83
RCPT0002745,PO0002842,2025-06-06,SKU047,NCR_WH,SUP09,60
RCPT0002746,PO0002843,2025-06-20,SKU047,NCR_WH,SUP01,83
RCPT0002747,PO0002844,2025-06-20,SKU047,NCR_WH,SUP09,83
RCPT0002748,PO0002845,2025-06-27,SKU047,NCR_WH,SUP01,83
RCPT0002749,PO0002846,2025-08-01,SKU047,NCR_WH,SUP09,72
RCPT0002750,PO0002848,2025-08-15,SKU047,NCR_WH,SUP06,83
RCPT0002751,PO0002847,2025-08-22,SKU047,NCR_WH,SUP01,83
RCPT0002752,PO0002849,2025-09-19,SKU047,NCR_WH,SUP06,68
RCPT0002753,PO0002850,2025-10-03,SKU047,NCR_WH,SUP09,83
RCPT0002754,PO0002852,2025-10-03,SKU047,NCR_WH,SUP06,83
RCPT0002755,PO0002851,2025-10-10,SKU047,NCR_WH,SUP09,50
RCPT0002756,PO0002853,2025-11-07,SKU047,NCR_WH,SUP06,51
RCPT0002757,PO0002854,2025-11-21,SKU047,NCR_WH,SUP06,68
RCPT0002758,PO0002855,2025-12-05,SKU047,NCR_WH,SUP09,83
RCPT0002759,PO0002856,2025-12-05,SKU047,NCR_WH,SUP06,83
RCPT0002760,PO0002857,2025-12-05,SKU047,NCR_WH,SUP06,83
RCPT0002761,PO0002858,2025-05-30,SKU047,BOM_WH,SUP09,49
RCPT0002762,PO0002859,2025-06-20,SKU047,BOM_WH,SUP01,59
RCPT0002763,PO0002862,2025-10-03,SKU047,BOM_WH,SUP06,58
RCPT0002764,PO0002860,2025-10-10,SKU047,BOM_WH,SUP01,49
RCPT0002765,PO0002861,2025-10-10,SKU047,BOM_WH,SUP09,54
RCPT0002766,PO0002863,2023-08-25,SKU048,BLR_WH,SUP05,167
RCPT0002767,PO0002865,2023-08-25,SKU048,BLR_WH,SUP05,181
RCPT0002768,PO0002866,2023-09-01,SKU048,BLR_WH,SUP05,186
RCPT0002769,PO0002864,2023-09-08,SKU048,BLR_WH,SUP05,174
RCPT0002770,PO0002867,2023-09-15,SKU048,BLR_WH,SUP05,192
RCPT0002771,PO0002868,2023-02-17,SKU048,MAA_WH,SUP05,193
RCPT0002772,PO0002869,2023-02-24,SKU048,MAA_WH,SUP05,223
RCPT0002773,PO0002870,2023-03-03,SKU048,MAA_WH,SUP05,245
RCPT0002774,PO0002872,2023-08-25,SKU048,MAA_WH,SUP05,193
RCPT0002775,PO0002871,2023-09-01,SKU048,MAA_WH,SUP05,174
RCPT0002776,PO0002873,2023-09-08,SKU048,MAA_WH,SUP05,211
RCPT0002777,PO0002874,2023-09-15,SKU048,MAA_WH,SUP05,230
RCPT0002778,PO0002875,2024-06-21,SKU048,MAA_WH,SUP05,173
RCPT0002779,PO0002876,2024-06-28,SKU048,MAA_WH,SUP05,189
RCPT0002780,PO0002877,2024-07-05,SKU048,MAA_WH,SUP05,204
RCPT0002781,PO0002878,2025-05-16,SKU048,MAA_WH,SUP05,176
RCPT0002782,PO0002879,2025-05-30,SKU048,MAA_WH,SUP05,187
RCPT0002783,PO0002880,2025-06-06,SKU048,MAA_WH,SUP05,199
RCPT0002784,PO0002881,2023-04-07,SKU048,NCR_WH,SUP05,167
RCPT0002785,PO0002882,2023-04-28,SKU048,NCR_WH,SUP05,188
RCPT0002786,PO0002883,2023-04-28,SKU048,NCR_WH,SUP05,207
RCPT0002787,PO0002884,2023-12-15,SKU048,NCR_WH,SUP05,170
RCPT0002788,PO0002885,2023-12-15,SKU048,NCR_WH,SUP05,183
RCPT0002789,PO0002886,2023-12-22,SKU048,NCR_WH,SUP05,197
RCPT0002790,PO0002887,2024-01-12,SKU048,NCR_WH,SUP05,210
RCPT0002791,PO0002888,2025-02-28,SKU048,NCR_WH,SUP05,174
RCPT0002792,PO0002889,2025-02-28,SKU048,NCR_WH,SUP05,185
RCPT0002793,PO0002890,2025-03-14,SKU048,NCR_WH,SUP05,192
RCPT0002794,PO0002891,2025-03-14,SKU048,NCR_WH,SUP05,201
RCPT0002795,PO0002892,2023-06-23,SKU048,BOM_WH,SUP05,175
RCPT0002796,PO0002893,2023-06-23,SKU048,BOM_WH,SUP05,184
RCPT0002797,PO0002894,2023-06-23,SKU048,BOM_WH,SUP05,194
RCPT0002798,PO0002895,2023-06-30,SKU048,BOM_WH,SUP05,206
RCPT0002799,PO0002896,2023-07-14,SKU048,BOM_WH,SUP05,218
RCPT0002800,PO0002897,2025-01-03,SKU049,BLR_WH,SUP10,101
RCPT0002801,PO0002899,2025-01-10,SKU049,BLR_WH,SUP10,179
RCPT0002802,PO0002898,2025-01-17,SKU049,BLR_WH,SUP10,140
RCPT0002803,PO0002900,2025-01-17,SKU049,BLR_WH,SUP10,129
RCPT0002804,PO0002901,2025-03-14,SKU049,BLR_WH,SUP10,113
RCPT0002805,PO0002902,2025-03-28,SKU049,BLR_WH,SUP10,101
RCPT0002806,PO0002903,2025-04-25,SKU049,BLR_WH,SUP10,110
RCPT0002807,PO0002904,2025-05-02,SKU049,BLR_WH,SUP10,159
RCPT0002808,PO0002906,2025-05-09,SKU049,BLR_WH,SUP10,134
RCPT0002809,PO0002905,2025-05-16,SKU049,BLR_WH,SUP10,204
RCPT0002810,PO0002907,2025-07-11,SKU049,BLR_WH,SUP10,86
RCPT0002811,PO0002908,2025-07-18,SKU049,BLR_WH,SUP10,129
RCPT0002812,PO0002909,2025-08-01,SKU049,BLR_WH,SUP10,93
RCPT0002813,PO0002910,2025-08-22,SKU049,BLR_WH,SUP10,86
RCPT0002814,PO0002911,2025-09-26,SKU049,BLR_WH,SUP10,103
RCPT0002815,PO0002913,2025-10-03,SKU049,BLR_WH,SUP10,185
RCPT0002816,PO0002912,2025-10-10,SKU049,BLR_WH,SUP10,151
RCPT0002817,PO0002914,2025-10-10,SKU049,BLR_WH,SUP10,113
RCPT0002818,PO0002915,2024-12-27,SKU049,MAA_WH,SUP10,93
RCPT0002819,PO0002916,2024-12-27,SKU049,MAA_WH,SUP10,110
RCPT0002820,PO0002917,2025-01-17,SKU049,MAA_WH,SUP10,128
RCPT0002821,PO0002918,2025-04-04,SKU049,MAA_WH,SUP10,79
RCPT0002822,PO0002919,2025-04-04,SKU049,MAA_WH,SUP10,98
RCPT0002823,PO0002920,2025-05-30,SKU049,MAA_WH,SUP10,113
RCPT0002824,PO0002921,2025-06-13,SKU049,MAA_WH,SUP10,136
RCPT0002825,PO0002922,2025-08-15,SKU049,MAA_WH,SUP10,89
RCPT0002826,PO0002923,2025-08-15,SKU049,MAA_WH,SUP10,112
RCPT0002827,PO0002924,2025-08-15,SKU049,MAA_WH,SUP10,129
RCPT0002828,PO0002926,2022-12-30,SKU049,NCR_WH,SUP10,118
RCPT0002829,PO0002927,2022-12-30,SKU049,NCR_WH,SUP10,118
RCPT0002830,PO0002928,2023-01-06,SKU049,NCR_WH,SUP10,118
RCPT0002831,PO0002929,2025-06-06,SKU049,NCR_WH,SUP10,83
RCPT0002832,PO0002930,2025-06-13,SKU049,NCR_WH,SUP10,96
RCPT0002833,PO0002931,2025-06-20,SKU049,NCR_WH,SUP10,109
RCPT0002834,PO0002932,2024-12-06,SKU049,BOM_WH,SUP10,97
RCPT0002835,PO0002933,2024-12-13,SKU049,BOM_WH,SUP10,142
RCPT0002836,PO0002934,2024-12-13,SKU049,BOM_WH,SUP10,190
RCPT0002837,PO0002935,2024-12-27,SKU049,BOM_WH,SUP10,132
RCPT0002838,PO0002937,2025-03-07,SKU049,BOM_WH,SUP10,124
RCPT0002839,PO0002936,2025-03-14,SKU049,BOM_WH,SUP10,83
RCPT0002840,PO0002940,2025-03-14,SKU049,BOM_WH,SUP10,122
RCPT0002841,PO0002938,2025-03-21,SKU049,BOM_WH,SUP10,170
RCPT0002842,PO0002939,2025-03-21,SKU049,BOM_WH,SUP10,197
RCPT0002843,PO0002941,2025-06-13,SKU049,BOM_WH,SUP10,107
RCPT0002844,PO0002942,2025-06-13,SKU049,BOM_WH,SUP10,147
RCPT0002845,PO0002943,2025-06-20,SKU049,BOM_WH,SUP10,202
RCPT0002846,PO0002944,2025-08-15,SKU049,BOM_WH,SUP10,98
RCPT0002847,PO0002945,2025-08-22,SKU049,BOM_WH,SUP10,140
RCPT0002848,PO0002946,2025-08-29,SKU049,BOM_WH,SUP10,92
RCPT0002849,PO0002947,2025-10-17,SKU049,BOM_WH,SUP10,96
RCPT0002850,PO0002948,2025-10-17,SKU049,BOM_WH,SUP10,127
RCPT0002851,PO0002949,2025-10-31,SKU049,BOM_WH,SUP10,166
RCPT0002852,PO0002951,2022-12-30,SKU050,BLR_WH,SUP02,218
RCPT0002853,PO0002952,2022-12-30,SKU050,BLR_WH,SUP02,218
RCPT0002854,PO0002950,2023-01-06,SKU050,BLR_WH,SUP01,218
RCPT0002855,PO0002953,2025-02-21,SKU050,BLR_WH,SUP01,163
RCPT0002856,PO0002954,2025-02-21,SKU050,BLR_WH,SUP01,190
RCPT0002857,PO0002955,2025-03-07,SKU050,BLR_WH,SUP01,209
RCPT0002858,PO0002956,2025-03-21,SKU050,BLR_WH,SUP01,231
RCPT0002859,PO0002957,2025-10-31,SKU050,BLR_WH,SUP02,165
RCPT0002860,PO0002958,2024-08-30,SKU050,MAA_WH,SUP02,197
RCPT0002861,PO0002959,2024-09-06,SKU050,MAA_WH,SUP02,233
RCPT0002862,PO0002962,2024-11-22,SKU050,MAA_WH,SUP02,288
RCPT0002863,PO0002960,2024-11-29,SKU050,MAA_WH,SUP01,180
RCPT0002864,PO0002961,2024-12-06,SKU050,MAA_WH,SUP01,235
RCPT0002865,PO0002963,2025-01-31,SKU050,MAA_WH,SUP02,233
RCPT0002866,PO0002964,2025-02-21,SKU050,MAA_WH,SUP01,289
RCPT0002867,PO0002965,2025-03-07,SKU050,MAA_WH,SUP01,180
RCPT0002868,PO0002966,2025-03-14,SKU050,MAA_WH,SUP01,216
RCPT0002869,PO0002967,2025-06-06,SKU050,MAA_WH,SUP01,219
RCPT0002870,PO0002968,2025-06-13,SKU050,MAA_WH,SUP02,272
RCPT0002871,PO0002969,2025-06-20,SKU050,MAA_WH,SUP02,289
RCPT0002872,PO0002971,2025-09-19,SKU050,MAA_WH,SUP02,198
RCPT0002873,PO0002970,2025-10-03,SKU050,MAA_WH,SUP01,164
RCPT0002874,PO0002972,2025-10-10,SKU050,MAA_WH,SUP01,228
RCPT0002875,PO0002975,2022-12-23,SKU050,NCR_WH,SUP02,230
RCPT0002876,PO0002974,2023-01-06,SKU050,NCR_WH,SUP01,230
RCPT0002877,PO0002976,2024-12-20,SKU050,NCR_WH,SUP02,172
RCPT0002878,PO0002977,2025-02-07,SKU050,NCR_WH,SUP02,195
RCPT0002879,PO0002978,2025-04-18,SKU050,NCR_WH,SUP01,175
RCPT0002880,PO0002979,2025-04-25,SKU050,NCR_WH,SUP02,193
RCPT0002881,PO0002980,2025-05-09,SKU050,NCR_WH,SUP01,211
RCPT0002882,PO0002981,2025-10-31,SKU050,NCR_WH,SUP02,167
RCPT0002883,PO0002982,2025-11-21,SKU050,NCR_WH,SUP01,182
RCPT0002884,PO0002983,2024-10-11,SKU050,BOM_WH,SUP01,166
RCPT0002885,PO0002984,2024-10-11,SKU050,BOM_WH,SUP02,181
RCPT0002886,PO0002985,2024-10-25,SKU050,BOM_WH,SUP01,193
RCPT0002887,PO0002988,2025-03-14,SKU050,BOM_WH,SUP02,226
RCPT0002888,PO0002986,2025-03-21,SKU050,BOM_WH,SUP01,178
RCPT0002889,PO0002987,2025-04-04,SKU050,BOM_WH,SUP01,196
RCPT0002890,PO0002989,2025-08-15,SKU050,BOM_WH,SUP02,172
RCPT0002891,PO0002990,2025-11-07,SKU050,BOM_WH,SUP02,171
RCPT0002892,PO0002991,2025-12-05,SKU050,BOM_WH,SUP01,190
RCPT0002893,PO0002992,2022-12-23,SKU051,BLR_WH,SUP09,484
RCPT0002894,PO0002993,2022-12-23,SKU051,BLR_WH,SUP06,484
RCPT0002895,PO0002994,2024-09-06,SKU051,BLR_WH,SUP06,408
RCPT0002896,PO0002995,2024-09-13,SKU051,BLR_WH,SUP06,433
RCPT0002897,PO0002996,2025-03-07,SKU051,BLR_WH,SUP09,419
RCPT0002898,PO0002997,2025-06-06,SKU051,BLR_WH,SUP07,416
RCPT0002899,PO0002998,2025-06-06,SKU051,BLR_WH,SUP06,461
RCPT0002900,PO0002999,2024-03-01,SKU051,MAA_WH,SUP09,409
RCPT0002901,PO0003000,2024-03-08,SKU051,MAA_WH,SUP06,423
RCPT0002902,PO0003001,2025-02-14,SKU051,MAA_WH,SUP09,428
RCPT0002903,PO0003002,2025-02-14,SKU051,MAA_WH,SUP06,438
RCPT0002904,PO0003004,2024-03-15,SKU051,NCR_WH,SUP06,478
RCPT0002905,PO0003003,2024-03-22,SKU051,NCR_WH,SUP07,425
RCPT0002906,PO0003005,2024-03-29,SKU051,NCR_WH,SUP06,526
RCPT0002907,PO0003006,2024-10-04,SKU051,NCR_WH,SUP06,434
RCPT0002908,PO0003007,2024-10-04,SKU051,NCR_WH,SUP06,471
RCPT0002909,PO0003008,2025-01-31,SKU051,NCR_WH,SUP06,449
RCPT0002910,PO0003009,2025-02-14,SKU051,NCR_WH,SUP07,512
RCPT0002911,PO0003010,2025-05-23,SKU051,NCR_WH,SUP06,468
RCPT0002912,PO0003011,2025-07-18,SKU051,NCR_WH,SUP06,435
RCPT0002913,PO0003012,2025-08-01,SKU051,NCR_WH,SUP06,477
RCPT0002914,PO0003015,2024-06-07,SKU051,BOM_WH,SUP06,406
RCPT0002915,PO0003016,2024-06-14,SKU051,BOM_WH,SUP06,416
RCPT0002916,PO0003017,2024-03-22,SKU052,BLR_WH,SUP10,64
RCPT0002917,PO0003018,2024-03-22,SKU052,BLR_WH,SUP09,80
RCPT0002918,PO0003019,2024-04-05,SKU052,BLR_WH,SUP10,80
RCPT0002919,PO0003021,2024-05-24,SKU052,BLR_WH,SUP09,80
RCPT0002920,PO0003020,2024-05-31,SKU052,BLR_WH,SUP10,70
RCPT0002921,PO0003023,2024-07-12,SKU052,BLR_WH,SUP10,80
RCPT0002922,PO0003022,2024-07-19,SKU052,BLR_WH,SUP10,68
RCPT0002923,PO0003024,2024-08-02,SKU052,BLR_WH,SUP10,80
RCPT0002924,PO0003025,2024-09-27,SKU052,BLR_WH,SUP10,64
RCPT0002925,PO0003026,2024-09-27,SKU052,BLR_WH,SUP09,80
RCPT0002926,PO0003027,2024-11-15,SKU052,BLR_WH,SUP10,62
RCPT0002927,PO0003028,2024-11-29,SKU052,BLR_WH,SUP10,80
RCPT0002928,PO0003029,2024-12-13,SKU052,BLR_WH,SUP10,59
RCPT0002929,PO0003030,2025-01-17,SKU052,BLR_WH,SUP09,66
RCPT0002930,PO0003031,2025-01-17,SKU052,BLR_WH,SUP09,80
RCPT0002931,PO0003032,2025-02-28,SKU052,BLR_WH,SUP09,73
RCPT0002932,PO0003035,2025-03-21,SKU052,BLR_WH,SUP10,80
RCPT0002933,PO0003033,2025-03-28,SKU052,BLR_WH,SUP10,80
RCPT0002934,PO0003034,2025-04-04,SKU052,BLR_WH,SUP09,77
RCPT0002935,PO0003036,2025-05-30,SKU052,BLR_WH,SUP10,62
RCPT0002936,PO0003037,2025-06-06,SKU052,BLR_WH,SUP10,80
RCPT0002937,PO0003038,2025-06-06,SKU052,BLR_WH,SUP10,80
RCPT0002938,PO0003039,2025-08-08,SKU052,BLR_WH,SUP10,69
RCPT0002939,PO0003040,2025-08-15,SKU052,BLR_WH,SUP10,80
RCPT0002940,PO0003041,2025-08-15,SKU052,BLR_WH,SUP09,80
RCPT0002941,PO0003042,2025-11-07,SKU052,BLR_WH,SUP10,68
RCPT0002942,PO0003043,2025-11-14,SKU052,BLR_WH,SUP10,80
RCPT0002943,PO0003044,2025-11-28,SKU052,BLR_WH,SUP10,80
RCPT0002944,PO0003045,2024-03-22,SKU052,MAA_WH,SUP09,73
RCPT0002945,PO0003046,2024-04-19,SKU052,MAA_WH,SUP09,61
RCPT0002946,PO0003047,2024-04-26,SKU052,MAA_WH,SUP09,80
RCPT0002947,PO0003048,2024-06-14,SKU052,MAA_WH,SUP10,70
RCPT0002948,PO0003049,2024-07-05,SKU052,MAA_WH,SUP10,80
RCPT0002949,PO0003050,2024-07-12,SKU052,MAA_WH,SUP10,58
RCPT0002950,PO0003051,2024-09-27,SKU052,MAA_WH,SUP10,66
RCPT0002951,PO0003052,2024-09-27,SKU052,MAA_WH,SUP10,77
RCPT0002952,PO0003053,2024-12-20,SKU052,MAA_WH,SUP09,66
RCPT0002953,PO0003054,2025-01-03,SKU052,MAA_WH,SUP10,78
RCPT0002954,PO0003055,2025-01-03,SKU052,MAA_WH,SUP09,80
RCPT0002955,PO0003056,2025-03-28,SKU052,MAA_WH,SUP10,76
RCPT0002956,PO0003057,2025-03-28,SKU052,MAA_WH,SUP10,80
RCPT0002957,PO0003058,2025-05-30,SKU052,MAA_WH,SUP10,67
RCPT0002958,PO0003059,2025-06-06,SKU052,MAA_WH,SUP10,80
RCPT0002959,PO0003060,2025-08-01,SKU052,MAA_WH,SUP09,71
RCPT0002960,PO0003061,2025-09-12,SKU052,MAA_WH,SUP09,64
RCPT0002961,PO0003062,2025-09-26,SKU052,MAA_WH,SUP10,76
RCPT0002962,PO0003063,2025-11-28,SKU052,MAA_WH,SUP09,61
RCPT0002963,PO0003065,2024-05-17,SKU052,NCR_WH,SUP09,73
RCPT0002964,PO0003066,2024-06-28,SKU052,NCR_WH,SUP10,63
RCPT0002965,PO0003067,2024-07-05,SKU052,NCR_WH,SUP10,78
RCPT0002966,PO0003068,2024-07-12,SKU052,NCR_WH,SUP10,80
RCPT0002967,PO0003069,2024-11-01,SKU052,NCR_WH,SUP10,60
RCPT0002968,PO0003070,2024-11-15,SKU052,NCR_WH,SUP10,70
RCPT0002969,PO0003072,2025-01-17,SKU052,NCR_WH,SUP10,77
RCPT0002970,PO0003073,2025-01-17,SKU052,NCR_WH,SUP10,80
RCPT0002971,PO0003071,2025-01-24,SKU052,NCR_WH,SUP09,61
RCPT0002972,PO0003074,2025-05-02,SKU052,NCR_WH,SUP09,69
RCPT0002973,PO0003075,2025-05-09,SKU052,NCR_WH,SUP10,80
RCPT0002974,PO0003076,2025-05-09,SKU052,NCR_WH,SUP09,80
RCPT0002975,PO0003077,2025-08-15,SKU052,NCR_WH,SUP10,64
RCPT0002976,PO0003078,2025-08-29,SKU052,NCR_WH,SUP10,76
RCPT0002977,PO0003079,2025-11-07,SKU052,NCR_WH,SUP10,64
RCPT0002978,PO0003080,2025-11-21,SKU052,NCR_WH,SUP09,74
RCPT0002979,PO0003081,2024-02-02,SKU052,BOM_WH,SUP10,64
RCPT0002980,PO0003082,2024-02-02,SKU052,BOM_WH,SUP10,80
RCPT0002981,PO0003083,2024-02-09,SKU052,BOM_WH,SUP10,80
RCPT0002982,PO0003084,2024-03-15,SKU052,BOM_WH,SUP09,80
RCPT0002983,PO0003085,2024-03-29,SKU052,BOM_WH,SUP10,80
RCPT0002984,PO0003086,2024-03-29,SKU052,BOM_WH,SUP09,80
RCPT0002985,PO0003087,2024-05-10,SKU052,BOM_WH,SUP10,64
RCPT0002986,PO0003088,2024-05-10,SKU052,BOM_WH,SUP10,80
RCPT0002987,PO0003089,2024-05-17,SKU052,BOM_WH,SUP09,80
RCPT0002988,PO0003090,2024-05-24,SKU052,BOM_WH,SUP10,80
RCPT0002989,PO0003091,2024-06-28,SKU052,BOM_WH,SUP09,61
RCPT0002990,PO0003092,2024-07-12,SKU052,BOM_WH,SUP09,80
RCPT0002991,PO0003093,2024-07-19,SKU052,BOM_WH,SUP10,77
RCPT0002992,PO0003094,2024-07-26,SKU052,BOM_WH,SUP09,80
RCPT0002993,PO0003095,2024-08-30,SKU052,BOM_WH,SUP10,69
RCPT0002994,PO0003096,2024-09-06,SKU052,BOM_WH,SUP10,80
RCPT0002995,PO0003097,2024-10-11,SKU052,BOM_WH,SUP09,80
RCPT0002996,PO0003098,2024-10-18,SKU052,BOM_WH,SUP09,80
RCPT0002997,PO0003099,2024-11-22,SKU052,BOM_WH,SUP10,73
RCPT0002998,PO0003100,2024-11-29,SKU052,BOM_WH,SUP10,80
RCPT0002999,PO0003101,2024-11-29,SKU052,BOM_WH,SUP10,80
RCPT0003000,PO0003103,2025-01-10,SKU052,BOM_WH,SUP10,80
RCPT0003001,PO0003102,2025-01-17,SKU052,BOM_WH,SUP10,79
RCPT0003002,PO0003104,2025-02-07,SKU052,BOM_WH,SUP09,71
RCPT0003003,PO0003105,2025-02-21,SKU052,BOM_WH,SUP09,62
RCPT0003004,PO0003107,2025-03-14,SKU052,BOM_WH,SUP10,74
RCPT0003005,PO0003109,2025-03-14,SKU052,BOM_WH,SUP10,80
RCPT0003006,PO0003106,2025-03-21,SKU052,BOM_WH,SUP10,80
RCPT0003007,PO0003108,2025-03-28,SKU052,BOM_WH,SUP10,80
RCPT0003008,PO0003110,2025-05-02,SKU052,BOM_WH,SUP10,80
RCPT0003009,PO0003111,2025-05-09,SKU052,BOM_WH,SUP10,80
RCPT0003010,PO0003112,2025-05-23,SKU052,BOM_WH,SUP10,67
RCPT0003011,PO0003113,2025-05-30,SKU052,BOM_WH,SUP10,80
RCPT0003012,PO0003114,2025-06-20,SKU052,BOM_WH,SUP10,67
RCPT0003013,PO0003115,2025-06-27,SKU052,BOM_WH,SUP10,80
RCPT0003014,PO0003116,2025-07-18,SKU052,BOM_WH,SUP09,80
RCPT0003015,PO0003117,2025-08-08,SKU052,BOM_WH,SUP09,80
RCPT0003016,PO0003118,2025-08-08,SKU052,BOM_WH,SUP10,80
RCPT0003017,PO0003119,2025-09-05,SKU052,BOM_WH,SUP10,71
RCPT0003018,PO0003120,2025-09-26,SKU052,BOM_WH,SUP10,59
RCPT0003019,PO0003121,2025-10-03,SKU052,BOM_WH,SUP10,80
RCPT0003020,PO0003122,2025-10-24,SKU052,BOM_WH,SUP09,63
RCPT0003021,PO0003123,2025-10-24,SKU052,BOM_WH,SUP09,80
RCPT0003022,PO0003124,2025-12-05,SKU052,BOM_WH,SUP10,62
RCPT0003023,PO0003125,2025-12-05,SKU052,BOM_WH,SUP09,80
RCPT0003024,PO0003128,2024-11-22,SKU053,BLR_WH,SUP07,239
RCPT0003025,PO0003129,2024-12-06,SKU053,BLR_WH,SUP07,264
RCPT0003026,PO0003130,2025-03-07,SKU053,BLR_WH,SUP07,211
RCPT0003027,PO0003131,2025-03-07,SKU053,BLR_WH,SUP07,239
RCPT0003028,PO0003132,2025-03-14,SKU053,BLR_WH,SUP07,268
RCPT0003029,PO0003133,2025-09-12,SKU053,BLR_WH,SUP07,224
RCPT0003030,PO0003134,2025-10-03,SKU053,BLR_WH,SUP07,246
